,id,purpose_normalized,ClassPurpose
2026,170471,comprar um utilitário,investment
2032,170464,construir,investment
2035,170459,investimento,investment
2038,170456,reforma de casa,debt
2042,170450,licenciamento e pagar o seguro,debt
2044,170448,para poder limpar o nome,debt
2048,170444,envestimentos comercial,investment
2049,170443,nada a declarar,debt
2050,170442,emplantes,investment
2051,170441,quitar débito,debt
2052,170440,terminar construcão da casa,investment
2057,170433,pagar a faculdade,debt
2061,170429,investimento na minha empresa,investment
2063,170427,boa noite na verdade o veiculo que tenho a dar com garantia seria um semi reboque da marca guerra ano 2012 que uso para trabalhar com um scania 2001 mas que nao esta em meu nome,debt
2065,170424,refinanciamento de outras dívidas,debt
2067,170421,para quitar as últimas 7 parcelas do veículo,investment
2071,170415,quitação de parcelamento de cartão,debt
2074,170412,refinanciar outras dividas,investment
2077,170408,entrada no veiculo,debt
2078,170406,investimento,investment
2081,170400,reforma de casa,debt
2083,170397,para quitar cartões de crédito,debt
2084,170396,nada a declarar,debt
2085,170393,para investimento,investment
2086,170392,capital de giro,investment
2087,170391,pra quitar as duas parcelas e pagar 1 parcela de ipva fazer a 2 revisão,debt
2088,170390,particular,investment
2089,170389,assuntos pessol,debt
2097,170380,construir,investment
2098,170376,reforma de imóvel,investment
2099,170375,investimento,investment
2101,170373,empresa negócios,debt
2106,170368,compras variadas,investment
2110,170361,comprar outro carro mais simples,investment
2112,170359,pagar veiculo,debt
2120,170349,para acertos pessoais,investment
2122,170347,para completar o valor faltante,debt
2126,170343,quitar o veiculo,debt
2130,170339,quitação de cheque especial,debt
2132,170336,dispesas diversas,debt
2135,170332,ampliação do espaço de atendimento da minha clínica,debt
2137,170330,quitar cartoes,debt
2139,170327,investimento,investment
2141,170325,para enterar com o que eu já tenho pra abrir empresa,investment
2152,170311,casamento,debt
2153,170309,nada a declarar,debt
2156,170304,doença,debt
2158,170301,refinanciar dívidas,debt
2161,170297,compra produtos para almentar meu comercio,investment
2162,170296,cirurgia de amígdalas da filha,debt
2163,170295,pagar outro veiculo,debt
2165,170291,investimento em negócio próprio,investment
2170,170285,ampliação da minha residência e gastos diversos,debt
2173,170282,investir em meu negócio,investment
2174,170281,comprar um carro,debt
2176,170279,para quitar dividas,debt
2179,170276,quitar divida,debt
2186,170268,montar um negocio,investment
2189,170264,para quitar essa restrição e voltar a ter credito,debt
2190,170263,montar meu próprio negócio,debt
2191,170261,contas,debt
2195,170257,sofri acidente e preciso pagalas,debt
2196,170256,reestruturação das dividas com cartões e outros emprestimos,investment
2200,170252,pagamentos dívida,debt
2204,170247,renegociação de dívidas,debt
2206,170243,pagamento de divida,debt
2209,170239,gastos diversos,debt
2211,170235,nada a declarar,debt
2213,170233,dar de entrada em uma casa,debt
2215,170231,para uso pessoal,debt
2216,170229,outros,investment
2218,170227,quitar dividas,debt
2220,170225,compra,investment
2223,170221,nada a declarar,debt
2225,170219,comprar equipamentos odontologicos,debt
2228,170216,aquisição de duvidas,debt
2233,170210,investir e quitar contas,investment
2234,170209,para quitar dividas,debt
2236,170207,montar um negocio,investment
2237,170205,casamento,debt
2240,170202,nada a declarar,debt
2244,170198,nada a declarar,debt
2249,170192,para quitar a divida do carro algumas outras pequenas e investir na minha empresa,investment
2251,170190,dividas para quitar,investment
2258,170182,aquisiçao pessoal,investment
2260,170180,dividas,debt
2261,170179,despesas diversas,debt
2264,170175,para pagar multas e cnh e algumas contas,debt
2268,170170,para investir em compra de enxovais vindo da bahia p rondonia quero junto com minha mulher continuar vendas para isso precisamos desee dinheiro,investment
2270,170135,crédito pessoal,debt
2272,170131,quitar divida no santander,debt
2273,170130,contas,debt
2278,170124,reforma de uma lan house,investment
2280,170122,unificar dividas,investment
2282,170120,investimo,investment
2286,170114,reforma da minha futura propria casa,investment
2289,170110,nada a declarar,debt
2290,170108,despesas de faculdade de meu filho e quitar outras dívidas,debt
2291,170107,investimento,investment
2292,170106,implante dentário,debt
2295,170103,pagar semestre faculdade,debt
2298,170098,finalizar preparos para casamento,investment
2300,170096,quitar outro veiculo que possuo fox,investment
2301,170095,nada a declarar,debt
2303,170093,abrir meu proprio negocio,investment
2306,170087,quitar a dívida e investir no meu sacolão de frutas e verduras,investment
2307,170086,adquirir um comercio,investment
2312,170079,refinanciar divida,investment
2314,170077,despesas diversas,debt
2317,170072,quitação de divida,debt
2322,170066,para fins pessoal,debt
2325,170063,reforma,debt
2326,170061,iniciar a pos graduaçao,investment
2328,170059,compra um carro pra trbalho,debt
2333,170054,nada a declarar,debt
2334,170053,para pagar algumas dividas,debt
2335,170052,nada a declarar,debt
2337,170049,nada a declarar,debt
2338,170048,nada a declarar,debt
2339,170047,pagamento de divida e construção de imóvel,investment
2344,170040,casamento,debt
2345,170039,investimento empresa,investment
2347,170037,para compra o veiculo,investment
2349,170034,investimento,investment
2350,170033,montar um ponto para vender cachorro quente,debt
2353,170029,vou casar e pretendo reformar a casa,investment
2354,170028,investimento,investment
2359,170021,nada a declarar,debt
2360,170020,para quita,debt
2362,170018,negocios,debt
2367,170007,pagar cartão de credito,debt
2368,170006,investimento em reformas pagamento de mão de obra,investment
2371,170003,nada a declarar,debt
2375,169993,quitar pendências,debt
2377,169989,comprar produtos de informática computador,debt
2388,169973,reforma no apto,debt
2389,169972,terminar de construir minha casa,investment
2390,169970,trocar de carro,debt
2391,169968,investimento,investment
2392,169966,para investimento para compra uma maquina de fazer salgado,investment
2395,169963,complemento para compra terreno,investment
2396,169962,pra reforma da casa,investment
2399,169958,investimento,investment
2401,169956,pagar contas,debt
2402,169955,para casamento,investment
2403,169954,reforma da casa,investment
2404,169953,para empreendimento comercial,investment
2405,169952,parcelas atrazadas,debt
2409,169947,pagar taxas do financiamento imobiliario,investment
2410,169945,colocar kit gnv no veiculo,debt
2411,169943,pagar contas,debt
2412,169939,compra de terreno,investment
2418,169931,recompor orçamento familiar até a venda de alguns imóveis,investment
2419,169929,quitar cartao de credito,debt
2422,169924,investimento,investment
2424,169921,pagamentos,investment
2429,169912,pagar financiamento bancário,investment
2433,169901,quitar outras contas,debt
2434,169900,investir no imovel,investment
2436,169898,quitar divida com cartões de crédito,debt
2439,169895,pagar dividas,debt
2440,169894,quitar casa propria,investment
2441,169892,abertura de negócio,investment
2442,169891,material de construção reforma residencia,investment
2445,169887,solucionar pendencias financeiras,investment
2449,169882,16000,debt
2450,169881,compras,investment
2451,169880,investir na empresa de sublimação e pagar algumas contas,investment
2453,169877,óbito na familia,debt
2454,169876,quitar debitos,debt
2455,169874,equipar empresa p desafios,debt
2458,169870,fazer obra na casa,debt
2462,169864,capital de giro,investment
2466,169857,pagar dividas,debt
2472,169824,pagamento de dívidas,debt
2474,169821,pagar a faculdade,debt
2476,169819,para varias coisas,debt
2477,169818,para cobri o cheque especial e empréstimo com o banco santander,investment
2482,169810,comprar o carro,debt
2483,169808,tenho umas contas de cartao de creditos e nao quero atrazar por causa dos juros alto,debt
2485,169804,gastos diversos,debt
2492,169791,pagar dívidas,debt
2496,169786,compra de outro veículo,investment
2498,169783,para dar entrada em um imovel,investment
2500,169780,refinanciar dividas,investment
2507,169771,reforma de casa,debt
2509,169768,investimentos e outros,investment
2516,169759,abrir uma fabrica de chinelo,investment
2517,169758,construir,investment
2520,169753,soma para compra de um sítio,investment
2522,169750,pagar contas,debt
2523,169749,entrada em um apartamento,investment
2524,169748,quitar dividas,debt
2533,169737,pagar contas,debt
2536,169733,pagar financiamento apartamento,investment
2538,169731,reformas,investment
2540,169729,para trabalho,debt
2543,169726,quitar dividas com cartão de crédito,debt
2545,169720,divida cartao de credito,debt
2550,169714,capital de giro,investment
2551,169713,nada a declarar,debt
2552,169712,reforma residência,debt
2553,169711,pagar dividas,debt
2556,169707,estudar,investment
2561,169700,cubri gasto,debt
2568,169690,para compra uma moto,investment
2571,169687,construçao,investment
2574,169683,pagamento de contas,investment
2575,169681,pgtos,investment
2580,169672,me separei recentemente e preciso fazer o acerto da empregada doméstica e quitar algumas contas,investment
2583,169668,quitar contas e ficar somente com uma dívida,debt
2584,169667,casamento,debt
2587,169664,quitar cheque especial,investment
2588,169663,gastos diversos,debt
2591,169660,ajudar um familiar necessitado,debt
2592,169657,pagar dívidas,debt
2593,169656,interar a compra de um imovel,investment
2595,169654,investimento,investment
2598,169651,material de construção,investment
2601,169647,quitar dívidas,debt
2605,169643,para quitar alguns debitos,debt
2606,169642,documentação imóvel,investment
2607,169641,para pagar algumas dispesas,debt
2608,169640,quitar cheque especial e cartao usados no pagamento de maternidade,debt
2609,169639,saldar dívidas,debt
2618,169628,capital de giro,investment
2619,169627,nada a declarar,debt
2621,169625,pagar dividas,debt
2624,169618,quitar divida do cartão dar entrada na planta da casa,debt
2625,169582,construção,investment
2628,169579,compras,investment
2631,169575,investimento,investment
2632,169574,para compra um fiorino,investment
2633,169572,terminar a reforma da casa pagamento a pedreiros e acabamento,debt
2634,169571,para reforma de minha casa,investment
2635,169569,reforma de casa,debt
2639,169564,20000,debt
2641,169562,para quitar algumas coisa,debt
2644,169556,investir no trabalho,investment
2645,169553,pagar despesas,debt
2646,169552,nada a declarar,debt
2649,169548,gastos diversos,debt
2650,169546,comprar outro utilitario,investment
2651,169544,investimento,investment
2652,169543,pagar dívidas,debt
2657,169536,investimento,investment
2663,169528,abrir uma empresa de consultoria,investment
2666,169525,causa de enfermidade,debt
2673,169516,parcela atrasadq,debt
2675,169513,limpar meu nome,debt
2681,169505,reforma,debt
2683,169502,quitar contas em atraso manter meu plantel de animais em lactacao,debt
2687,169496,nada a declarar,debt
2688,169495,nada a declarar,debt
2689,169494,pagamento de divida,debt
2691,169492,regularizar dividas do veiculo,debt
2694,169488,para comprar o veículo,investment
2696,169485,quitar cheque especial,investment
2697,169483,envestimento,investment
2699,169478,troca,debt
2704,169473,pagar outro emprestimo,debt
2705,169472,investimentos,investment
2707,169470,investimento,investment
2708,169468,quitação da faculdade,debt
2710,169466,para quitar alguns compromissos e equalizar as minhas contas,debt
2713,169463,pra comprar meu carro,investment
2717,169458,para comprar um carro mais velho a vista,investment
